Date,Neck,Waist,Weight
2025-05-04,,,394.2
2025-05-05,,,390.2
2025-05-06,,,389.3
2025-05-07,,,387.9
2025-05-08,,,386.1
2025-05-10,,,384.4
2025-05-11,,,381.5
2025-05-13,,,381.9
2025-05-14,,,381.3
2025-05-16,,,382.3
2025-05-20,,,383.7
2025-05-21,,,383.7
2025-05-24,,,381.7
2025-05-25,,,381.1
2025-05-26,,,380.6
2025-05-27,,,380.5
2025-05-29,,,380.6
2025-06-06,,,384.1
2025-06-09,,,380.9
2025-06-18,,,380.1
2025-06-22,,,379.0
2025-06-24,,,378.3
2025-06-26,,,377.0
2025-06-28,,,375.9
2025-06-29,,,376.1
2025-06-30,,,377.8
2025-07-18,,,378.7
2025-07-21,,,378.8
2025-07-29,,,382.4
2025-07-31,,,377.0
2025-08-01,,,374.8
2025-08-03,,,375.7
2025-08-05,,,374.2
2025-08-07,,,372.4
2025-08-08,,,373.8
2025-08-14,,,371.4
2025-08-16,,,372.7
